vocabPrefix,domain,uri version
geod,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/geod/versions/2012-10-11.n3
geof,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/geof/versions/2004-02-20.n3
geofla,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/geofla/versions/2015-01-11.n3
geom,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/geom/versions/2015-01-11.n3
geop,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/geop/versions/2011-01-18.n3
geosp,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/geosp/versions/2012-10-02.n3
gf,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/gf/versions/2013-11-14.n3
gm,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/gm/versions/2013-11-14.n3
gml,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/gml/versions/2012-09-11.n3
gn,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/gn/versions/2012-10-29.n3
gndo,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/gndo/versions/2019-02-12.n3
gold,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/gold/versions/2010-01-01.n3
gov,Society,https://lov.linkeddata.es/dataset/lov/vocabs/gov/versions/2015-07-29.n3
gov,Time,https://lov.linkeddata.es/dataset/lov/vocabs/gov/versions/2015-07-29.n3
gr,eBusiness,https://lov.linkeddata.es/dataset/lov/vocabs/gr/versions/2011-10-01.n3
grddl,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/grddl/versions/2007-10-31.n3
gso,Support,https://lov.linkeddata.es/dataset/lov/vocabs/gso/versions/2009-04-20.n3
gsp,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/gsp/versions/2012-04-30.n3
gtfs,Travel,https://lov.linkeddata.es/dataset/lov/vocabs/gtfs/versions/2014-10-27.n3
gts,Time,https://lov.linkeddata.es/dataset/lov/vocabs/gts/versions/2017-04-28.n3
gvp,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/gvp/versions/2015-03-25.n3
h2o,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/h2o/versions/2014-01-07.n3
ha,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/ha/versions/2014-05-12.n3
hdo,Support,https://lov.linkeddata.es/dataset/lov/vocabs/hdo/versions/2013-04-25.n3
hifm,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/hifm/versions/2014-04-01.n3
hifm,Health,https://lov.linkeddata.es/dataset/lov/vocabs/hifm/versions/2014-04-01.n3
holding,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/holding/versions/2014-06-30.n3
hosp,Health,https://lov.linkeddata.es/dataset/lov/vocabs/hosp/versions/2015-09-30.n3
hr,API,https://lov.linkeddata.es/dataset/lov/vocabs/hr/versions/2013-10-23.n3
hto,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/hto/versions/2016-10-20.n3
http,API,https://lov.linkeddata.es/dataset/lov/vocabs/http/versions/2011-04-29.n3
hw,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/hw/versions/2014-05-12.n3
hw,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/hw/versions/2014-05-12.n3
hydra,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/hydra/versions/2015-01-11.n3
ibis,People,https://lov.linkeddata.es/dataset/lov/vocabs/ibis/versions/2018-02-22.n3
ibis,Society,https://lov.linkeddata.es/dataset/lov/vocabs/ibis/versions/2018-02-22.n3
ic,People,https://lov.linkeddata.es/dataset/lov/vocabs/ic/versions/2015-04-16.n3
idemo,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/idemo/versions/2012-12-26.n3
identity,Security,https://lov.linkeddata.es/dataset/lov/vocabs/identity/versions/2014-04-03.n3
igeo,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/igeo/versions/2015-01-11.n3
ignf,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/ignf/versions/2016-06-28.n3
imo,Image,https://lov.linkeddata.es/dataset/lov/vocabs/imo/versions/2018-01-12.n3
incident,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/incident/versions/2015-06-22.n3
infor,Support,https://lov.linkeddata.es/dataset/lov/vocabs/infor/versions/2011-01-30.n3
inno,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/inno/versions/2012-07-22.n3
interval,Time,https://lov.linkeddata.es/dataset/lov/vocabs/interval/versions/2010-03-08.n3
iol,General & Upper,https://lov.linkeddata.es/dataset/lov/vocabs/iol/versions/2010-02-09.n3
iot-lite,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/iot-lite/versions/2015-06-01.n3
iot-lite,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/iot-lite/versions/2015-06-01.n3
ioto,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/ioto/versions/2015-02-20.n3
ioto,Services,https://lov.linkeddata.es/dataset/lov/vocabs/ioto/versions/2015-02-20.n3
ipo,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/ipo/versions/2015-07-30.n3
irw,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/irw/versions/2009-03-09.n3
is,Services,https://lov.linkeddata.es/dataset/lov/vocabs/is/versions/2010-07-31.n3
isbd,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/isbd/versions/2015-03-11.n3
isbd,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/isbd/versions/2015-03-11.n3
iso-thes,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/iso-thes/versions/2015-03-17.n3
iso37120,General & Upper,https://lov.linkeddata.es/dataset/lov/vocabs/iso37120/versions/2016-08-12.n3
iso37120,Society,https://lov.linkeddata.es/dataset/lov/vocabs/iso37120/versions/2016-08-12.n3
isoadr,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/isoadr/versions/2017-11-27.n3
isoadr,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/isoadr/versions/2017-11-27.n3
isoadr,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/isoadr/versions/2017-11-27.n3
isoadr,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/isoadr/versions/2017-11-27.n3
ispra,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/ispra/versions/2015-12-14.n3
ispra,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/ispra/versions/2015-12-14.n3
istex,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/istex/versions/2018-12-17.n3
istex,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/istex/versions/2018-12-17.n3
istex,Press,https://lov.linkeddata.es/dataset/lov/vocabs/istex/versions/2018-12-17.n3
itm,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/itm/versions/2014-06-19.n3
itsmo,Services,https://lov.linkeddata.es/dataset/lov/vocabs/itsmo/versions/2012-11-04.n3
jup,Society,https://lov.linkeddata.es/dataset/lov/vocabs/jup/versions/2016-07-14.n3
juso,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/juso/versions/2015-10-02.n3
juso,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/juso/versions/2015-10-02.n3
juso.kr,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/juso.kr/versions/2015-10-07.n3
juso.kr,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/juso.kr/versions/2015-10-07.n3
kdo,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/kdo/versions/2014-06-07.n3
kees,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/kees/versions/2016-02-04.n3
kees,Services,https://lov.linkeddata.es/dataset/lov/vocabs/kees/versions/2016-02-04.n3
keys,Music,https://lov.linkeddata.es/dataset/lov/vocabs/keys/versions/2007-02-25.n3
km4c,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/km4c/versions/2015-07-28.n3
km4c,Services,https://lov.linkeddata.es/dataset/lov/vocabs/km4c/versions/2015-07-28.n3
km4c,Society,https://lov.linkeddata.es/dataset/lov/vocabs/km4c/versions/2015-07-28.n3
label,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/label/versions/2004-03-28.n3
lawd,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/lawd/versions/2014-09-03.n3
lcy,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/lcy/versions/2008-06-03.n3
ldp,API,https://lov.linkeddata.es/dataset/lov/vocabs/ldp/versions/2015-02-26.n3
ldr,Contracts,https://lov.linkeddata.es/dataset/lov/vocabs/ldr/versions/2014-08-30.n3
ldvm,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/ldvm/versions/2015-04-02.n3
lemon,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/lemon/versions/2016-07-13.n3
lexinfo,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/lexinfo/versions/2016-07-13.n3
lgdo,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/lgdo/versions/2014-07-26.n3
li,Support,https://lov.linkeddata.es/dataset/lov/vocabs/li/versions/2014-08-13.n3
lib,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/lib/versions/2012-06-18.n3
lifecycle,Services,https://lov.linkeddata.es/dataset/lov/vocabs/lifecycle/versions/2016-02-26.n3
limo,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/limo/versions/2013-10-15.n3
limoo,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/limoo/versions/2013-05-20.n3
lingvo,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/lingvo/versions/2014-08-11.n3
lio,Image,https://lov.linkeddata.es/dataset/lov/vocabs/lio/versions/2014-05-16.n3
llont,Services,https://lov.linkeddata.es/dataset/lov/vocabs/llont/versions/2015-03-25.n3
lmm1,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/lmm1/versions/2010-02-09.n3
lmm2,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/lmm2/versions/2010-02-09.n3
loc,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/loc/versions/2011-11-05.n3
locah,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/locah/versions/2015-01-11.n3
locn,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/locn/versions/2015-03-23.n3
locn,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/locn/versions/2015-03-23.n3
lode,Events,https://lov.linkeddata.es/dataset/lov/vocabs/lode/versions/2010-10-07.n3
log,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/log/versions/2000-10-01.n3
lom,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/lom/versions/2015-03-30.n3
losp,Support,https://lov.linkeddata.es/dataset/lov/vocabs/losp/versions/2017-03-08.n3
losp,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/losp/versions/2017-03-08.n3
loted,Contracts,https://lov.linkeddata.es/dataset/lov/vocabs/loted/versions/2012-07-03.n3
lsc,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/lsc/versions/2011-11-29.n3
lslife,Services,https://lov.linkeddata.es/dataset/lov/vocabs/lslife/versions/2015-09-24.n3
lslife,Support,https://lov.linkeddata.es/dataset/lov/vocabs/lslife/versions/2015-09-24.n3
lsmap,Support,https://lov.linkeddata.es/dataset/lov/vocabs/lsmap/versions/2015-09-24.n3
lsq,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/lsq/versions/2015-09-07.n3
lsq,Support,https://lov.linkeddata.es/dataset/lov/vocabs/lsq/versions/2015-09-07.n3
lsweb,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/lsweb/versions/2015-09-24.n3
lswmo,Services,https://lov.linkeddata.es/dataset/lov/vocabs/lswmo/versions/2014-05-01.n3
lswmo,Support,https://lov.linkeddata.es/dataset/lov/vocabs/lswmo/versions/2014-05-01.n3
lswpm,Support,https://lov.linkeddata.es/dataset/lov/vocabs/lswpm/versions/2015-09-24.n3
ludo,Games,https://lov.linkeddata.es/dataset/lov/vocabs/ludo/versions/2016-05-10.n3
ludo-gm,Games,https://lov.linkeddata.es/dataset/lov/vocabs/ludo-gm/versions/2016-08-26.n3
ludo-gp,Games,https://lov.linkeddata.es/dataset/lov/vocabs/ludo-gm/versions/2016-08-26.n3
ludo-vc,Games,https://lov.linkeddata.es/dataset/lov/vocabs/ludo-vc/versions/2016-08-26.n3
ludo-xapi,API,https://lov.linkeddata.es/dataset/lov/vocabs/ludo-xapi/versions/2016-05-12.n3
lv,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/lv/versions/2015-02-09.n3
lvont,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/lvont/versions/2014-01-29.n3
lyou,Multimedia,https://lov.linkeddata.es/dataset/lov/vocabs/lyou/versions/2012-12-01.n3
m3lite,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/m3lite/versions/2017-07-29.n3
m3lite,Services,https://lov.linkeddata.es/dataset/lov/vocabs/m3lite/versions/2017-07-29.n3
ma-ont,Multimedia,https://lov.linkeddata.es/dataset/lov/vocabs/ma-ont/versions/2013-03-20.n3
mads,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/mads/versions/2015-10-28.n3
marl,Support,https://lov.linkeddata.es/dataset/lov/vocabs/marl/versions/2013-05-10.n3
maso,Security,https://lov.linkeddata.es/dataset/lov/vocabs/maso/versions/2013-05-03.n3
md,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/md/versions/2014-08-28.n3
mdi,Multimedia,https://lov.linkeddata.es/dataset/lov/vocabs/mdi/versions/2016-06-28.n3
meb,Academy,https://lov.linkeddata.es/dataset/lov/vocabs/meb/versions/2013-03-26.n3
media,Multimedia,https://lov.linkeddata.es/dataset/lov/vocabs/media/versions/2008-07-09.n3
medred,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/medred/versions/2017-05-08.n3
medred,Health,https://lov.linkeddata.es/dataset/lov/vocabs/medred/versions/2017-05-08.n3
mexalgo,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/mexalgo/versions/2014-04-05.n3
mexcore,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/mexcore/versions/2014-04-05.n3
mexperf,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/mexperf/versions/2014-04-05.n3
mil,Society,https://lov.linkeddata.es/dataset/lov/vocabs/mil/versions/2015-07-05.n3
mls,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/mls/versions/2016-10-17.n3
mls,Support,https://lov.linkeddata.es/dataset/lov/vocabs/mls/versions/2016-10-17.n3
mo,Music,https://lov.linkeddata.es/dataset/lov/vocabs/mo/versions/2013-07-22.n3
moac,Environment,https://lov.linkeddata.es/dataset/lov/vocabs/moac/versions/2012-01-29.n3
moat,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/moat/versions/2008-01-15.n3
mod,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/mod/versions/2018-08-02.n3
mrel,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/mrel/versions/2014-06-03.n3
msm,API,https://lov.linkeddata.es/dataset/lov/vocabs/msm/versions/2014-09-03.n3
msr,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/msr/versions/2009-06-06.n3
mtlo,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/mtlo/versions/2014-08-02.n3
music,Events,https://lov.linkeddata.es/dataset/lov/vocabs/music/versions/2007-10-31.n3
muto,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/muto/versions/2011-11-16.n3
mv,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/mv/versions/2018-01-18.n3
mv,Services,https://lov.linkeddata.es/dataset/lov/vocabs/mv/versions/2018-01-18.n3
mv,Transport,https://lov.linkeddata.es/dataset/lov/vocabs/mv/versions/2018-01-18.n3
mvco,Multimedia,https://lov.linkeddata.es/dataset/lov/vocabs/mvco/versions/2010-05-07.n3
nao,SSDesk,https://lov.linkeddata.es/dataset/lov/vocabs/nao/versions/2013-08-28.n3
nas,Transport,https://lov.linkeddata.es/dataset/lov/vocabs/nas/versions/2018-03-28.n3
nas,Travel,https://lov.linkeddata.es/dataset/lov/vocabs/nas/versions/2018-03-28.n3
ncal,Time,https://lov.linkeddata.es/dataset/lov/vocabs/ncal/versions/2011-06-27.n3
nco,SSDesk,https://lov.linkeddata.es/dataset/lov/vocabs/nco/versions/2012-07-06.n3
nfo,SSDesk,https://lov.linkeddata.es/dataset/lov/vocabs/nfo/versions/2012-06-10.n3
ngeo,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/ngeo/versions/2012-02-05.n3
nie,SSDesk,https://lov.linkeddata.es/dataset/lov/vocabs/nie/versions/2012-10-03.n3
nif,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/nif/versions/2015-01-11.n3
nlon,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/nlon/versions/2015-11-23.n3
nno,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/nno/versions/2019-03-22.n3
nno,Support,https://lov.linkeddata.es/dataset/lov/vocabs/nno/versions/2019-03-22.n3
npg,Press,https://lov.linkeddata.es/dataset/lov/vocabs/npg/versions/2015-04-30.n3
nrl,SSDesk,https://lov.linkeddata.es/dataset/lov/vocabs/nrl/versions/2012-08-25.n3
nrv,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/nrv/versions/2017-08-08.n3
nrv,Security,https://lov.linkeddata.es/dataset/lov/vocabs/nrv/versions/2017-08-08.n3
nsl,Press,https://lov.linkeddata.es/dataset/lov/vocabs/nsl/versions/2013-05-01.n3
ntag,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/ntag/versions/2010-09-09.n3
oa,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/oa/versions/2016-11-12.n3
oad,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/oad/versions/2013-04-28.n3
oae,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/oae/versions/2015-03-25.n3
oan,Government,https://lov.linkeddata.es/dataset/lov/vocabs/oan/versions/2012-04-25.n3
obo,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/obo/versions/2015-04-13.n3
obo,Health,https://lov.linkeddata.es/dataset/lov/vocabs/obo/versions/2015-04-13.n3
obsm,Biology,https://lov.linkeddata.es/dataset/lov/vocabs/obsm/versions/2009-02-15.n3
obws,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/obws/versions/2016-04-15.n3
oc,Multimedia,https://lov.linkeddata.es/dataset/lov/vocabs/oc/versions/2005-05-03.n3
ocd,Government,https://lov.linkeddata.es/dataset/lov/vocabs/ocd/versions/2013-05-02.n3
ocds,Contracts,https://lov.linkeddata.es/dataset/lov/vocabs/ocds/versions/2018-07-03.n3
odapp,API,https://lov.linkeddata.es/dataset/lov/vocabs/odapp/versions/2012-07-17.n3
odapps,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/odapps/versions/2014-06-16.n3
odpart,Support,https://lov.linkeddata.es/dataset/lov/vocabs/odpart/versions/2011-01-30.n3
odrl,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/odrl/versions/2015-01-18.n3
odrs,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/odrs/versions/2013-07-29.n3
odv,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/odv/versions/2011-06-11.n3
oecc,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/oecc/versions/2009-08-20.n3
of,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/of/versions/2015-01-11.n3
of,IoT,https://lov.linkeddata.es/dataset/lov/vocabs/of/versions/2015-01-11.n3
ofrd,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/ofrd/versions/2014-08-18.n3
og,API,https://lov.linkeddata.es/dataset/lov/vocabs/og/versions/2013-02-16.n3
oh,Time,https://lov.linkeddata.es/dataset/lov/vocabs/oh/versions/2015-05-22.n3
olca,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/olca/versions/2013-02-07.n3
olo,Support,https://lov.linkeddata.es/dataset/lov/vocabs/olo/versions/2010-07-23.n3
om,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/om/versions/2014-06-19.n3
oml,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/oml/versions/2016-01-20.n3
omn,Services,https://lov.linkeddata.es/dataset/lov/vocabs/omn/versions/2015-04-04.n3
omnfed,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/omnfed/versions/2015-04-04.n3
omnfed,Society,https://lov.linkeddata.es/dataset/lov/vocabs/omnfed/versions/2015-04-04.n3
omnlc,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/omnlc/versions/2015-04-08.n3
onc,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/onc/versions/2015-03-25.n3
ont,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/ont/versions/2007-11-07.n3
ontopic,Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/ontopic/versions/2010-02-05.n3
ontosec,Security,https://lov.linkeddata.es/dataset/lov/vocabs/ontosec/versions/2013-05-22.n3
onyx,Support,https://lov.linkeddata.es/dataset/lov/vocabs/onyx/versions/2015-01-11.n3
oo,Society,https://lov.linkeddata.es/dataset/lov/vocabs/oo/versions/2013-04-17.n3
op,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/op/versions/2016-02-28.n3
opmo,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/opmo/versions/2015-01-11.n3
opmv,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/opmv/versions/2010-10-06.n3
opmw,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/opmw/versions/2014-12-22.n3
opo,People,https://lov.linkeddata.es/dataset/lov/vocabs/opo/versions/2010-07-01.n3
opus,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/opus/versions/2007-05-01.n3
orca,Metadata,https://lov.linkeddata.es/dataset/lov/vocabs/orca/versions/2012-11-09.n3
ore,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/ore/versions/2008-10-17.n3
org,W3C Rec,https://lov.linkeddata.es/dataset/lov/vocabs/org/versions/2014-04-12.n3
orges,Government,https://lov.linkeddata.es/dataset/lov/vocabs/orges/versions/2015-02-19.n3
osadm,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/osadm/versions/2013-09-04.n3
osgeom,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/osgeom/versions/2012-10-08.n3
oslc,PLM,https://lov.linkeddata.es/dataset/lov/vocabs/oslc/versions/2014-05-23.n3
oslo,Society,https://lov.linkeddata.es/dataset/lov/vocabs/oslo/versions/2014-05-30.n3
osp,Society,https://lov.linkeddata.es/dataset/lov/vocabs/osp/versions/2013-03-07.n3
osr,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/osr/versions/2014-06-19.n3
osspr,Geometry,https://lov.linkeddata.es/dataset/lov/vocabs/osspr/versions/2013-09-04.n3
ostop,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/ostop/versions/2008-02-24.n3
ov,General & Upper,https://lov.linkeddata.es/dataset/lov/vocabs/ov/versions/2011-11-25.n3
owl,W3C Rec,https://lov.linkeddata.es/dataset/lov/vocabs/owl/versions/2009-11-15.n3
p-plan,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/p-plan/versions/2014-03-12.n3
parl,Government,https://lov.linkeddata.es/dataset/lov/vocabs/parl/versions/2010-06-17.n3
part,Society,https://lov.linkeddata.es/dataset/lov/vocabs/part/versions/2008-09-25.n3
passim,Travel,https://lov.linkeddata.es/dataset/lov/vocabs/passim/versions/2014-07-22.n3
pat,RDF,https://lov.linkeddata.es/dataset/lov/vocabs/pat/versions/2015-01-20.n3
pattern,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/pattern/versions/2013-07-16.n3
pav,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/pav/versions/2014-08-28.n3
pay,Contracts,https://lov.linkeddata.es/dataset/lov/vocabs/pay/versions/2010-11-16.n3
pbo,Music,https://lov.linkeddata.es/dataset/lov/vocabs/pbo/versions/2010-09-13.n3
pc,Contracts,https://lov.linkeddata.es/dataset/lov/vocabs/pc/versions/2012-10-10.n3
pdo,Society,https://lov.linkeddata.es/dataset/lov/vocabs/pdo/versions/2010-07-09.n3
pep,Industry,https://lov.linkeddata.es/dataset/lov/vocabs/pep/versions/2016-07-01.n3
pep,Methods,https://lov.linkeddata.es/dataset/lov/vocabs/pep/versions/2016-07-01.n3
pep,Services,https://lov.linkeddata.es/dataset/lov/vocabs/pep/versions/2016-07-01.n3
person,People,https://lov.linkeddata.es/dataset/lov/vocabs/person/versions/2014-06-19.n3
pext,PROTON,https://lov.linkeddata.es/dataset/lov/vocabs/pext/versions/2014-01-28.n3
phdd,CSV,https://lov.linkeddata.es/dataset/lov/vocabs/phdd/versions/2014-05-25.n3
place,Geography,https://lov.linkeddata.es/dataset/lov/vocabs/place/versions/2010-11-27.n3
plink,People,https://lov.linkeddata.es/dataset/lov/vocabs/plink/versions/2015-02-14.n3
plo,Music,https://lov.linkeddata.es/dataset/lov/vocabs/plo/versions/2014-08-26.n3
pmlp,Quality,https://lov.linkeddata.es/dataset/lov/vocabs/pmlp/versions/2015-01-11.n3
pmofn,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/pmofn/versions/2017-08-23.n3
pmonb,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/pmonb/versions/2015-10-28.n3
pmopb,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/pmopb/versions/2015-10-28.n3
pmovn,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/pmovn/versions/2015-10-28.n3
pna,Press,https://lov.linkeddata.es/dataset/lov/vocabs/pna/versions/2012-01-11.n3
pnc,Catalogs,https://lov.linkeddata.es/dataset/lov/vocabs/pnc/versions/2012-09-25.n3
pne,Press,https://lov.linkeddata.es/dataset/lov/vocabs/pne/versions/2012-04-20.n3
pni,Support,https://lov.linkeddata.es/dataset/lov/vocabs/pni/versions/2012-03-21.n3
pns,Press,https://lov.linkeddata.es/dataset/lov/vocabs/pns/versions/2012-06-18.n3
pnt,Tag,https://lov.linkeddata.es/dataset/lov/vocabs/pnt/versions/2011-10-03.n3
po,Multimedia,https://lov.linkeddata.es/dataset/lov/vocabs/po/versions/2010-02-20.n3
